Matematica;Comunicacion;Ingles;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA;KuderB;KuderC;KuderD;KuderE;KuderF;KuderG;KuderH;KuderI;KuderJ;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;Career
15;18;20;20;20;14;12;16;18;20;18;14;30;9;16;13;12;7;18;6;17;3;0;0;0;0;7;0;IngenieriaComercial
6;16;19;18;20;6;6;4;15;18;20;9;18;9;22;14;14;6;7;28;8;0;5;2;9;0;5;0;IngenieriaBiotecnologica
12;18;19;20;20;10;8;20;17;14;18;6;20;13;27;23;16;30;8;9;9;0;4;0;2;0;0;4;IngenieriaComercial
9;9;10;20;14;18;9;16;7.5;12;16;26;17;22;21;15;24;14;14;26;12;1;1;9;7;3;1;7;IngenieriaMecanicaElectrica
8;18;20;20;14;16;13;16;12.5;14;16;19;11;30;20;7;14;23;15;6;6;1;3;7;2;6;3;7;IngenieriaComercial
14;20;20;20;18;18;0;20;0;14;16;18;15;17;19;27;30;24;8;25;23;1;5;2;9;1;2;3;Teologia
13;15;19;14;18;12;12;0;15;14;20;22;19;23;25;10;28;12;17;18;22;6;2;2;9;0;1;5;MedicinaHumana
18;17;20;20;20;16;10;20;20;16;18;17;6;30;12;26;29;14;10;26;16;4;0;9;8;1;0;3;IngenieriaMecatronica
18;18;20;20;18;20;16;20;20;16;20;23;23;28;22;24;7;7;20;25;7;6;5;4;3;2;0;9;Derecho
14;18;20;20;18;20;8;20;16;20;20;6;21;18;14;13;20;29;15;13;7;2;2;4;9;0;9;5;FarmaciayBioquimica
10;17;10;20;20;16;8;20;20;16;18;21;16;9;7;25;30;24;14;12;14;6;5;9;9;5;9;4;IngenieriaMecanicaElectrica
10;19;20;20;18;16;20;16;16;14;18;22;23;22;23;16;11;30;22;28;6;1;4;9;0;0;7;2;MedicinaVeterinariayZootecnia
11;18;20;20;18;16;20;20;20;14;20;11;9;9;27;9;17;28;26;13;6;5;7;5;0;0;9;5;AdministraciondeEmpresas
5;17;20;14;0;16;5;12;15;8;0;9;30;15;9;9;12;20;24;25;16;6;6;7;0;3;9;0;AdministraciondeEmpresas
15;9;16;20;18;14;12;20;17.5;20;20;11;10;27;13;16;23;7;25;15;9;6;6;0;0;4;5;0;Contabilidad
14;19;18;20;20;8;12;20;18;16;18;10;21;19;20;9;29;24;19;18;26;6;1;0;9;0;7;6;MedicinaHumana
14;15;19;20;18;20;16;20;15;16;16;13;12;22;17;11;28;23;14;14;16;2;2;0;9;0;2;3;Odontologia
11;18;20;20;12;14;15;0;0;16;14;6;28;29;19;14;13;7;17;14;26;0;6;6;9;0;9;9;ObstetriciayPuericultura
10;14;14;20;20;12;5;20;16;10;16;24;10;16;15;23;30;12;15;6;14;6;7;3;9;7;9;0;IngenieriaBiotecnologica
12;20;19;20;18;14;20;20;12.5;16;18;24;20;23;28;7;8;14;28;12;27;4;4;9;9;1;4;0;IngenieriaElectronica
15;9;9;20;16;20;12;20;20;18;18;10;9;13;19;29;30;26;21;28;18;2;1;7;4;0;6;6;TrabajoSocial
11;19;17;8;6;8;4;20;0;14;18;26;17;21;12;27;14;9;17;29;26;3;0;7;0;1;9;3;CienciaPoliticayGobierno
10;7;16;20;20;14;5;16;20;14;18;27;27;17;19;11;21;30;24;26;18;1;0;9;0;7;9;0;IngenieriaIndustrial
6;18;15;12;16;14;12;16;15;2;18;9;23;9;23;10;23;14;30;27;6;6;4;0;9;9;9;9;Teologia
18;17;5;20;16;14;10;20;20;18;20;22;22;13;17;24;20;25;19;24;20;2;7;8;4;3;0;0;IngenieriaAmbiental
16;19;18;20;12;16;4;16;11;14;16;30;7;7;24;25;22;20;19;25;30;3;7;9;0;8;0;4;IngenieriaAmbiental
9;17;18;20;16;18;12;12;20;16;18;9;7;27;18;22;8;26;7;27;15;6;7;0;9;9;2;2;EducacionPrimaria
12;18;18;20;20;12;4;0;5;20;18;25;15;19;8;15;30;10;12;14;24;6;0;0;9;3;6;0;TecnologiaMedica
13;19;20;20;18;18;0;0;12;16;18;20;15;24;13;29;8;15;19;12;27;3;6;0;9;9;0;0;EducacionSecundaria
15;19;17;20;20;18;12;20;12.5;16;18;17;6;21;7;17;11;15;9;19;28;5;4;5;1;0;0;0;Derecho
10;18;20;14;18;18;2;16;10;18;16;7;15;30;8;30;16;19;24;8;18;0;3;9;0;3;1;7;IngenieriaAgronomicayAgricola
17;18;10;20;14;16;14;20;15;14;18;20;28;16;22;6;27;19;13;24;6;6;4;0;0;3;1;6;AdministraciondeEmpresas
9;17;20;18;14;10;13;20;10;20;20;8;7;13;14;23;18;19;10;28;9;2;4;9;7;6;9;0;IngenieriaElectronica
15;15;19;18;18;20;14;20;20;18;16;11;22;13;12;8;17;27;25;28;26;4;2;9;1;0;1;0;IngenieriadeMinas
6;19;19;20;14;16;20;20;14;14;16;20;20;23;21;23;28;11;18;20;28;0;0;9;9;0;9;3;MedicinaVeterinariayZootecnia
15;18;19;20;18;20;14;20;20;20;20;15;21;10;19;26;21;29;12;20;30;2;0;0;0;8;5;0;EducacionInicial
16;9;19;20;18;12;4;20;20;16;20;22;14;15;28;7;20;16;22;17;6;6;1;9;0;6;6;8;IngenieriaMecanicaElectrica
17;9;20;20;18;20;16;20;10;16;18;25;13;19;24;15;24;17;12;25;27;3;2;2;2;1;2;2;CienciaPoliticayGobierno
17;18;20;20;20;18;20;20;20;16;18;28;15;7;11;13;21;8;7;11;10;3;4;9;0;0;0;0;IngenieriaMecanica
6;17;20;2;10;0;4;8;10;12;20;6;6;30;28;18;27;28;24;15;8;0;7;9;0;7;2;3;IngenieriadeSistemas
14;19;20;20;20;18;12;20;16;20;18;15;12;8;16;23;28;10;25;24;22;0;5;9;6;4;9;1;IngenieriaAmbiental
10;18;19;18;18;0;10;0;20;20;20;23;16;11;15;8;12;14;23;15;29;6;7;9;6;0;6;0;IngenieriaCivil
5;16;10;14;12;8;4;12;16;0;20;7;17;21;19;6;23;7;21;21;19;3;2;9;7;0;1;7;IngenieriaMecatronica
19;16;8;20;16;18;20;20;20;16;18;20;12;27;9;12;23;18;24;29;18;3;1;5;0;1;2;7;IngenieriaComercial
16;17;20;20;18;16;10;0;20;14;20;24;6;10;12;20;13;24;26;7;7;4;0;9;6;8;9;6;IngenieriaMecatronica
10;17;18;20;20;12;13;20;15;20;20;12;15;20;6;22;29;30;12;15;9;6;0;9;0;3;5;2;Arquitectura
16;18;20;20;20;20;14;0;17;20;20;25;21;7;6;6;7;11;18;7;19;6;4;9;0;0;9;7;IngenieriaAgronomicayAgricola
18;15;20;20;18;20;8;20;20;20;20;18;15;25;24;13;12;30;30;11;6;6;7;2;5;8;0;0;ComunicacionSocial
16;17;20;20;16;16;20;20;15;18;18;13;25;14;19;17;26;12;14;9;8;1;3;2;0;3;9;6;Derecho
15;14;17;20;10;16;16;20;16;12;20;20;18;9;11;12;14;10;21;19;25;4;1;2;5;7;1;2;Derecho
15;20;20;20;18;14;12;20;15;18;18;14;22;16;14;29;17;9;29;23;9;6;1;8;9;6;3;6;IngenieriaMecanica
18;16;20;18;20;16;20;20;0;16;16;11;26;26;25;13;26;22;23;10;11;0;0;0;4;2;0;3;CienciaPoliticayGobierno
7;17;18;20;8;14;16;16;10;14;18;29;24;19;21;15;15;15;12;9;10;5;4;0;2;2;1;0;Derecho
15;17;20;20;20;16;19;16;15;16;20;7;12;9;25;15;20;14;9;10;9;1;0;0;7;4;9;9;Contabilidad
13;18;20;20;18;20;20;16;7.5;20;12;12;7;21;25;15;8;23;13;24;18;5;6;9;3;1;7;4;IngenieriaMecatronica
19;9;19;20;20;16;0;20;12.5;14;18;12;29;12;23;15;16;8;18;13;22;1;0;9;5;5;3;5;IngenieriadeMinas
9;18;20;18;16;18;12;20;15;14;20;7;20;20;22;15;24;22;28;28;29;0;7;9;0;8;3;6;IngenieriaMecanicaElectrica
14;19;20;20;18;16;16;20;15;18;16;30;23;17;9;28;29;26;23;19;20;0;7;9;1;6;9;3;IngenieriaAmbiental
12;18;20;20;18;16;4;0;16;16;20;22;6;20;8;10;8;16;24;25;29;1;7;9;0;0;0;5;IngenieriadeMinas
11;19;20;18;20;18;15;0;18;18;18;28;7;20;23;10;9;22;19;11;11;6;6;9;0;0;9;0;IngenieriadeIndustriaAlimentaria
17;19;20;20;20;20;0;20;12.5;16;20;18;9;18;30;28;12;19;27;19;19;6;2;9;3;0;9;0;IngenieriaCivil
12;18;20;20;20;18;6;20;17.5;16;20;30;7;16;26;26;11;28;30;24;13;2;2;3;0;5;6;9;Odontologia
15;17;20;20;10;14;16;16;0;16;18;24;22;25;7;22;21;16;25;29;12;0;4;9;7;0;8;0;IngenieriaAmbiental
6;18;9;6;4;6;16;20;12;2;6;17;7;26;21;27;18;7;21;12;14;4;5;9;9;2;9;0;IngenieriaElectronica
19;18;20;20;18;14;10;20;20;16;20;18;28;28;29;18;29;12;6;30;19;1;0;6;6;7;4;0;AdministraciondeEmpresas
11;9;10;18;12;14;6;20;2.5;12;20;30;18;19;11;23;28;24;26;13;9;2;0;0;3;2;2;6;CienciaPoliticayGobierno
19;17;19;20;20;20;14;20;17.5;16;20;27;26;20;21;12;24;11;19;25;30;4;0;9;9;5;6;0;IngenieriaAmbiental
15;19;19;20;20;0;20;16;20;0;18;19;17;10;27;12;6;17;20;9;21;1;2;0;9;4;9;0;FarmaciayBioquimica
12;18;20;20;20;18;12;20;20;20;20;18;28;28;21;26;6;29;26;13;20;0;1;9;5;8;0;5;MedicinaVeterinariayZootecnia
20;19;20;20;20;20;18;20;20;20;20;20;7;26;28;15;19;20;15;11;8;0;0;2;0;5;9;0;AdministraciondeEmpresas
15;19;19;20;18;16;20;20;12.5;18;20;10;15;27;13;30;24;22;27;6;28;0;6;9;9;2;5;8;MedicinaVeterinariayZootecnia
12;8;20;20;16;16;13;20;18;16;18;9;17;16;14;27;10;29;16;21;18;0;5;4;9;7;1;1;Odontologia
17;19;10;20;16;18;10;20;12.5;18;18;12;28;17;15;15;23;8;17;17;13;3;1;0;0;7;0;4;CienciaPoliticayGobierno
17;17;20;20;16;16;20;20;20;16;20;26;23;12;24;21;30;20;27;18;8;0;7;9;5;9;3;4;IngenieriaAmbiental
11;17;10;16;16;12;4;8;12;16;12;18;23;15;30;23;25;24;22;16;26;2;0;9;0;9;3;7;IngenieriaMecatronica
9;9;20;20;16;10;2;8;20;0;12;21;21;10;20;10;21;24;26;17;10;0;7;4;0;0;8;0;CienciaPoliticayGobierno
19;16;16;18;20;20;20;20;17.5;16;20;24;7;6;30;27;25;16;17;8;20;1;3;9;9;0;1;0;IngenieriaAgronomicayAgricola
8;9;16;20;12;14;16;20;0;14;14;27;10;25;25;19;10;20;19;9;27;4;1;0;9;7;0;5;Enfermeria
12;15;19;20;16;16;14;20;10;20;20;20;17;25;21;11;28;23;22;13;30;6;7;0;2;4;3;0;AdministraciondeEmpresas
16;17;20;20;18;16;8;12;15;16;18;23;7;9;27;13;14;25;7;7;27;0;3;9;9;9;9;7;IngenieriaIndustrial
7;15;13;18;0;12;9;20;12.5;8;6;12;25;14;29;8;28;20;24;15;20;2;0;4;5;3;0;5;Contabilidad
12;17;16;18;18;16;4;12;12.5;14;20;24;13;25;24;29;12;29;26;20;18;4;6;9;9;9;0;7;IngenieriaIndustrial
19;17;14;20;18;16;10;20;16;14;16;28;26;24;21;25;13;9;10;6;25;0;6;5;0;6;6;9;IngenieriaCivil
16;19;18;20;16;16;8;20;20;16;20;6;10;19;22;7;30;21;15;21;30;6;3;9;0;9;0;0;Arquitectura
14;18;12;10;6;20;0;4;7.5;20;12;30;9;18;18;7;30;17;23;22;10;4;0;0;0;0;0;0;Derecho
7;18;19;14;0;12;14;20;0;14;18;11;16;22;7;21;7;11;13;8;19;1;1;6;0;0;1;4;Contabilidad
4;10;16;20;18;16;12;16;12;14;18;22;12;11;7;22;26;21;9;27;7;6;1;4;8;0;0;0;IngenieriaBiotecnologica
4;10;19;20;18;14;14;20;17.5;18;18;22;23;30;7;23;6;21;27;28;18;6;0;8;7;0;6;0;IngenieriaAmbiental
18;19;20;20;20;20;12;20;15;20;20;18;9;26;25;25;11;23;16;18;25;6;4;2;9;0;7;5;Odontologia
0;19;18;20;16;14;16;20;20;16;18;6;14;12;25;29;17;13;25;14;15;2;6;9;0;3;9;4;IngenieriaMecanica
11;18;19;18;18;16;6;0;12.5;20;18;10;15;29;13;8;15;9;25;22;17;6;6;9;0;1;4;0;IngenieriaIndustrial
12;15;17;20;20;10;13;20;20;18;18;29;6;28;20;17;12;20;8;25;30;0;3;2;0;4;0;0;Derecho
11;16;20;20;18;16;6;20;0;16;18;27;21;12;28;23;14;27;10;8;17;6;0;2;0;0;7;4;TecnologiaMedica
18;18;17;20;20;14;16;20;20;20;20;25;6;10;20;10;6;20;24;28;9;0;3;9;2;0;9;9;IngenieriaMecanicaElectrica
14;15;20;20;8;14;11;20;20;16;20;27;17;8;26;21;26;16;16;11;14;3;1;0;5;9;7;4;PublicidadyMultimedia
14;7;20;20;20;20;14;20;17;20;20;30;26;6;25;11;19;28;26;24;30;5;3;6;4;0;4;4;Contabilidad
7;16;18;20;16;14;14;16;15;20;0;9;10;12;24;20;9;19;17;24;24;6;2;9;2;5;7;0;MedicinaVeterinariayZootecnia
15;14;20;0;18;16;6;20;20;2;18;12;28;9;26;26;19;29;12;22;9;4;2;0;7;2;1;4;ObstetriciayPuericultura
15;10;20;20;18;18;0;16;17.5;20;20;15;12;27;19;24;9;30;13;7;19;0;6;9;9;7;5;9;IngenieriadeSistemas
11;19;20;20;16;16;8;20;14;16;20;18;21;8;7;13;16;21;12;9;27;6;3;2;0;0;7;4;IngenieriaComercial
12;17;18;20;14;16;8;20;11;16;14;19;21;14;21;30;9;28;22;25;16;5;0;5;5;3;9;0;IngenieriaBiotecnologica
10;19;10;20;18;18;4;20;16;12;20;8;27;21;30;10;29;16;6;23;10;6;6;9;0;5;9;0;IngenieriaMecanica
18;18;18;20;16;16;0;12;0;10;14;25;21;6;30;20;21;22;28;15;27;4;3;9;9;0;5;1;IngenieriaMecatronica
12;10;20;20;16;12;16;16;20;16;16;26;30;19;15;18;29;29;30;15;8;1;6;5;9;0;8;0;Teologia
14;18;17;20;18;20;0;20;19;20;20;6;20;24;9;6;28;30;18;10;23;6;2;0;9;9;0;2;Teologia
11;18;20;20;18;16;9;20;20;20;20;21;11;11;21;10;25;12;8;23;19;6;1;0;2;4;0;5;Contabilidad
13;17;19;18;18;16;12;0;5;14;18;14;13;28;25;22;11;20;29;11;25;0;3;3;4;7;4;7;AdministraciondeEmpresas
18;17;19;20;20;20;20;20;18;20;20;28;9;11;23;29;14;16;14;25;20;0;3;0;0;5;0;7;FarmaciayBioquimica
14;8;10;20;20;18;20;20;7.5;14;16;14;9;15;30;15;11;24;28;24;28;6;3;6;9;3;4;9;Odontologia
19;17;19;20;20;16;5;20;15;18;16;26;24;6;14;23;12;12;21;15;10;6;7;0;0;3;0;0;CienciaPoliticayGobierno
15;17;10;20;16;18;20;20;15;20;20;14;23;19;21;16;29;26;24;26;21;6;2;4;0;1;4;5;Contabilidad
12;17;10;20;16;14;20;20;2.5;16;20;26;15;28;21;8;11;21;24;19;16;0;5;0;5;3;2;3;IngenieriaComercial
17;19;20;20;16;18;12;20;20;16;18;7;19;18;25;11;20;8;12;10;11;0;6;0;7;3;7;0;CienciaPoliticayGobierno
8;18;20;20;20;16;12;20;20;14;20;23;20;8;7;9;14;13;28;25;28;0;0;4;0;6;9;0;Derecho
14;18;20;18;18;16;20;20;20;16;20;30;10;11;26;25;12;22;6;27;16;4;2;9;9;1;3;6;IngenieriaAgronomicayAgricola
10;10;20;20;20;16;16;20;20;16;0;14;10;15;19;23;14;25;29;26;6;0;5;0;0;8;9;7;TurismoyHoteleria
10;19;19;20;18;18;12;20;15;16;20;10;17;16;9;17;11;17;17;15;9;3;4;0;2;7;9;0;Derecho
5;19;20;16;20;18;12;20;20;16;18;13;10;15;30;19;8;26;24;20;23;6;4;9;6;6;6;0;IngenieriaMecanica
14;17;20;16;16;16;0;0;20;18;18;14;30;21;23;12;26;7;16;9;29;6;3;1;5;0;9;0;CienciaPoliticayGobierno
17;19;20;20;20;16;0;20;20;20;20;6;10;10;11;16;11;24;6;6;17;1;6;9;0;1;1;0;IngenieriaMecanicaElectrica
15;16;20;20;18;12;0;0;2.5;16;14;24;12;10;10;14;22;6;18;11;27;4;0;0;9;6;9;4;ObstetriciayPuericultura
16;18;17;20;18;18;4;16;15;18;14;8;26;25;22;29;6;9;24;30;28;2;2;1;0;4;2;0;Enfermeria
8;18;16;18;6;10;4;20;16;18;12;28;17;8;9;26;19;6;27;13;23;1;0;6;9;7;8;5;FarmaciayBioquimica
19;16;20;20;20;14;13;20;17.5;18;16;8;15;13;27;28;8;29;20;19;15;1;6;0;0;7;9;0;IngenieriaBiotecnologica
9;19;20;20;18;16;20;20;0;16;16;7;11;13;8;28;29;23;21;16;12;3;4;9;9;3;3;3;IngenieriaAmbiental
17;18;19;20;18;18;2;20;10;20;20;27;15;27;21;26;19;7;30;10;22;2;3;0;0;0;0;4;CienciaPoliticayGobierno
10;17;16;20;14;16;5;20;10;16;20;6;14;18;22;18;9;25;10;6;26;5;6;2;0;6;3;0;Derecho
4;14;20;14;20;18;0;16;20;14;16;28;18;17;27;25;23;7;29;27;7;6;3;3;0;0;0;0;ObstetriciayPuericultura
8;16;20;20;16;14;6;20;14;16;18;27;10;9;22;20;28;12;25;13;22;4;0;0;9;0;9;6;FarmaciayBioquimica
14;18;10;18;18;20;10;20;5;20;18;6;18;21;24;24;21;11;26;24;16;3;5;9;4;0;2;0;IngenieriadeSistemas
14;17;20;18;16;16;12;12;2.5;14;20;14;16;23;9;27;7;22;24;6;19;4;6;9;9;6;9;2;IngenieriadeSistemas
12;10;20;20;20;12;16;20;0;20;18;11;20;26;26;15;28;6;18;20;26;0;2;9;9;5;1;0;IngenieriaIndustrial
13;19;10;18;12;14;10;20;15;14;18;19;19;26;30;8;29;14;30;29;23;4;3;9;5;1;6;0;IngenieriaIndustrial
10;9;20;20;20;18;18;20;16;18;18;21;15;15;19;9;29;24;27;13;11;6;0;3;9;0;6;0;FarmaciayBioquimica
18;18;20;20;0;18;12;0;12.5;18;20;8;30;24;16;12;13;22;14;15;14;6;1;9;2;0;9;0;IngenieriaAmbiental
13;18;20;20;20;18;11;20;18;14;18;8;14;21;16;7;16;9;28;14;24;6;4;0;9;2;8;0;ObstetriciayPuericultura
11;19;18;10;10;8;0;20;20;10;20;24;17;11;7;12;29;23;8;19;13;3;0;9;9;1;9;0;IngenieriaAmbiental
16;16;20;18;18;16;10;20;12.5;16;20;10;15;10;18;17;21;22;12;15;29;2;3;9;0;3;4;0;IngenieriaMecanicaElectrica
17;19;20;20;18;18;20;20;20;18;20;19;7;17;19;9;19;30;20;16;25;0;6;4;9;5;3;4;Odontologia
17;16;19;20;20;18;10;20;12.5;14;20;12;15;29;10;13;30;23;29;18;17;6;7;9;0;3;9;4;IngenieriaMecanicaElectrica
9;17;20;18;20;16;10;20;18;8;16;20;15;30;10;10;21;23;21;10;30;2;5;9;5;0;3;5;IngenieriaElectronica
13;16;20;14;18;18;13;12;16;12;18;7;11;15;16;14;10;18;15;20;24;4;5;6;0;0;9;1;AdministraciondeEmpresas
19;19;15;20;18;14;8;20;0;18;20;18;11;23;13;13;28;18;9;23;6;3;4;9;0;0;9;0;IngenieriaCivil
11;15;18;20;18;18;17;20;20;20;20;15;30;19;30;11;27;21;13;6;13;0;0;9;4;3;8;7;MedicinaVeterinariayZootecnia
11;18;20;16;12;16;13;0;0;14;12;6;29;19;16;25;27;28;28;29;30;6;5;9;4;6;6;9;Arquitectura
20;18;10;16;18;14;10;0;20;20;20;11;18;25;18;26;21;11;11;25;19;3;6;9;9;1;5;1;IngenieriaCivil
10;16;20;12;18;18;14;16;10;16;18;19;20;18;22;9;10;21;16;24;7;6;4;9;6;4;4;2;IngenieriaMecatronica
8;15;20;20;20;16;16;20;0;14;18;17;17;6;15;30;19;17;26;14;26;4;1;0;9;0;0;6;Odontologia
9;19;16;20;16;12;12;20;14;8;12;25;15;15;19;13;27;24;7;9;12;6;5;2;0;5;9;0;Derecho
12;19;20;20;18;16;10;20;7.5;18;20;8;7;28;14;19;27;25;21;6;27;4;0;0;0;2;0;4;AdministraciondeEmpresas
13;18;20;20;18;14;0;20;18;20;20;13;19;13;20;13;24;8;8;12;16;0;7;0;8;2;7;0;Odontologia
13;19;20;20;20;18;16;20;18;18;20;10;30;23;20;12;9;24;14;9;13;0;5;9;3;0;7;2;IngenieriaMecanicaElectrica
14;19;19;20;18;16;10;16;10;18;18;15;17;11;17;14;21;12;29;19;30;0;4;8;3;0;0;2;IngenieriadeSistemas
17;18;20;16;18;10;16;20;20;12;20;10;26;17;19;30;21;13;12;13;21;4;0;9;7;9;7;0;IngenieriaMecanica
16;18;19;18;20;20;10;16;15;20;20;18;20;30;27;10;8;22;27;13;12;3;6;5;2;0;7;0;IngenieriaComercial
16;17;19;18;10;18;6;0;15;14;20;13;30;24;20;22;12;7;10;25;23;2;0;6;5;0;2;0;Derecho
11;16;20;12;16;10;10;16;5;10;12;12;10;13;20;17;29;14;8;14;11;0;5;9;9;0;0;0;IngenieriaMecanica
14;19;9;18;12;10;8;0;18;14;14;15;8;30;22;30;29;16;30;14;15;6;4;9;0;9;0;5;IngenieriaCivil
13;18;20;16;0;0;4;20;12.5;16;18;23;26;11;8;19;21;22;19;20;26;0;2;9;7;5;9;0;MedicinaVeterinariayZootecnia
7;17;20;20;16;18;12;16;17;20;20;11;18;14;9;23;16;22;9;12;28;6;5;9;9;9;9;6;IngenieriaMecanicaElectrica
17;18;20;20;16;20;0;0;15;14;18;12;29;6;6;23;24;26;30;11;10;0;0;7;0;3;9;0;IngenieriaComercial
9;18;17;20;14;0;11;8;15;14;18;23;19;26;17;26;26;30;23;29;27;6;6;9;5;1;9;0;IngenieriaIndustrial
14;20;20;20;20;20;2;20;12.5;14;14;7;17;19;26;21;22;16;15;9;16;6;0;5;8;3;4;7;FarmaciayBioquimica
7;17;10;20;16;12;4;16;12.5;14;20;24;21;30;16;27;6;10;12;8;12;6;2;7;9;6;9;5;TecnologiaMedica
19;17;20;20;20;20;16;20;0;20;20;10;17;28;6;16;22;24;23;30;25;5;5;1;0;7;6;7;IngenieriaComercial
18;15;20;20;20;10;16;20;15;20;18;29;16;6;29;24;9;18;19;19;10;6;2;9;9;9;9;0;IngenieriaMecatronica
13;19;20;20;20;18;12;20;17.5;16;20;22;21;27;19;15;29;14;30;13;29;4;3;9;0;4;9;2;IngenieriaMecatronica
12;18;16;20;18;14;10;20;12.5;16;18;27;9;24;22;16;29;12;7;6;19;4;0;9;9;0;9;2;IngenieriadeIndustriaAlimentaria
16;19;19;20;20;18;20;20;20;20;20;16;11;28;26;8;25;23;7;14;30;6;7;5;0;6;7;0;CienciaPoliticayGobierno
15;18;19;20;18;18;0;20;17.5;18;18;10;11;11;27;18;26;23;16;13;25;6;1;0;4;0;0;7;Contabilidad
16;18;20;18;18;14;16;20;16;14;20;13;27;21;6;19;27;8;24;24;17;0;0;4;9;8;9;3;EducacionInicial
10;18;18;20;18;18;5;20;16;20;20;23;14;24;20;11;15;6;6;16;28;5;2;0;0;0;9;2;Derecho
12;10;10;20;14;18;6;16;10;14;16;21;17;7;6;11;23;12;8;8;17;6;7;3;4;0;0;2;Contabilidad
6;18;20;20;18;14;12;20;12.5;18;18;14;13;26;13;18;30;26;25;20;11;6;0;9;2;6;4;0;Arquitectura
15;18;15;20;16;14;20;20;0;20;20;26;14;11;13;20;16;30;10;18;11;6;5;0;4;9;6;1;PublicidadyMultimedia
12;17;19;20;16;14;12;20;17.5;0;16;30;12;8;10;20;8;27;29;30;29;4;5;0;9;6;2;0;FarmaciayBioquimica
13;15;19;18;18;16;20;0;15;14;18;27;20;24;24;9;16;17;28;15;25;6;0;4;9;1;8;1;Enfermeria
17;19;16;20;18;20;16;20;20;14;20;25;25;29;28;9;21;19;6;30;21;6;0;0;9;2;7;7;Arquitectura
8;16;20;20;16;18;14;0;15;10;18;15;7;20;21;10;18;7;10;6;8;0;1;0;5;5;9;6;CienciaPoliticayGobierno
17;19;20;20;18;16;20;20;20;14;20;24;23;28;17;14;30;27;17;24;13;0;7;7;0;0;4;2;CienciaPoliticayGobierno
17;18;19;20;16;16;20;16;20;18;20;14;30;9;14;28;24;25;27;20;11;0;3;0;2;0;4;0;ComunicacionSocial
16;18;20;20;18;18;10;20;16;20;20;23;15;21;20;18;18;17;12;23;13;6;0;1;8;6;9;0;TecnologiaMedica
17;20;20;20;20;20;12;20;20;20;20;21;28;13;11;10;18;19;11;14;12;3;2;3;4;9;4;0;Teologia
9;18;19;18;18;16;15;20;20;14;18;23;17;6;14;23;18;12;6;27;21;5;1;9;0;8;0;7;IngenieriaCivil
15;9;19;20;20;20;12;20;20;18;20;22;28;8;16;27;23;9;6;25;21;0;1;9;4;3;1;7;IngenieriaIndustrial
13;17;19;20;18;10;10;0;12;10;18;23;25;22;25;27;14;24;18;19;6;3;7;0;9;6;0;2;Enfermeria
15;17;19;20;16;16;5;20;16;12;18;30;21;10;6;12;15;29;9;25;23;1;5;7;0;5;9;1;IngenieriaComercial
4;17;15;0;18;16;12;20;0;14;16;8;25;19;17;24;22;25;20;18;12;2;3;0;0;0;0;0;Contabilidad
17;17;20;16;20;18;20;20;17;16;20;26;16;13;28;26;11;23;18;19;16;1;2;8;0;0;4;5;IngenieriaMecanica
17;16;10;20;12;12;13;20;10;16;18;26;10;13;16;27;28;30;27;30;18;1;3;9;1;5;0;7;IngenieriadeMinas
8;19;20;16;18;18;9;12;17;18;16;16;30;8;14;9;9;19;20;26;27;6;4;9;9;9;5;9;IngenieriadeMinas
10;18;20;10;12;0;8;12;10;12;16;17;21;14;9;16;20;24;6;13;9;3;0;6;6;8;8;7;TurismoyHoteleria
5;18;10;10;10;0;12;12;15;8;14;29;28;25;13;20;17;12;9;28;7;5;1;9;3;9;9;0;IngenieriaElectronica
11;16;18;20;14;16;20;20;17.5;16;20;19;10;30;29;22;13;19;6;24;21;2;0;6;4;1;4;5;ObstetriciayPuericultura
15;16;17;18;18;16;12.5;20;13;16;20;10;20;25;13;8;22;8;6;9;28;3;0;9;9;0;9;2;IngenieriaAmbiental
6;15;17;18;14;20;20;20;10;14;20;7;13;16;22;14;13;25;22;7;19;0;7;9;9;0;8;0;IngenieriadeMinas
7;19;19;20;20;16;17.5;20;12.5;14;20;9;29;12;21;12;28;10;29;9;7;1;6;9;0;6;3;4;IngenieriaMecanica
10;17;9;20;16;16;12;16;18;4;20;29;14;11;17;6;19;7;26;8;15;4;6;9;6;5;1;4;MedicinaVeterinariayZootecnia
6;17;14;18;18;20;12;20;6;6;14;28;17;26;17;20;25;7;25;24;28;2;2;0;0;3;3;6;Contabilidad
8;18;20;20;0;14;16;20;17;10;20;10;6;10;10;23;7;14;18;23;9;0;2;9;0;9;4;0;IngenieriadeSistemas
10;18;16;20;20;14;8;20;16;8;20;15;7;13;29;24;15;17;8;25;15;6;1;0;9;7;9;0;Enfermeria
15;16;14;20;20;16;2;16;12;16;16;18;8;30;10;14;14;12;18;20;8;5;0;8;0;0;0;0;IngenieriaCivil
6;17;18;18;14;12;12;12;16;0;20;21;26;11;12;11;27;16;11;12;27;1;2;0;2;7;7;9;IngenieriaComercial
14;19;9;20;20;16;16;20;0;18;20;19;19;29;28;6;9;9;14;28;17;4;4;9;7;6;2;2;Arquitectura
11;9;18;20;20;16;12.5;20;6;10;12;14;18;14;29;18;25;14;10;26;21;0;7;9;7;0;9;6;IngenieriaMecanica
