MatematicaI;MatematicaII;ComunicacionI;ComunicacionII;InglesI;InglesII;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA1;KuderA2;KuderA3;KuderA4;KuderA5;KuderA6;KuderB1;KuderB2;KuderB3;KuderB4;KuderB5;KuderB6;KuderC1;KuderC2;KuderC3;KuderC4;KuderC5;KuderC6;KuderD1;KuderD2;KuderD3;KuderD4;KuderD5;KuderD6;KuderE1;KuderE2;KuderE3;KuderE4;KuderE5;KuderE6;KuderF1;KuderF2;KuderF3;KuderF4;KuderF5;KuderF6;KuderG1;KuderG2;KuderG3;KuderG4;KuderG5;KuderG6;KuderH1;KuderH2;KuderH3;KuderH4;KuderH5;KuderH6;KuderI1;KuderI2;KuderI3;KuderI4;KuderI5;KuderI6;KuderJ1;KuderJ2;KuderJ3;KuderJ4;KuderJ5;KuderJ6;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;CapsP1MR;CapsP2SR;CapsP3VR;CapsP4NA;CapsP5LU;CapsP6WK;CapsP7PSA;Career
10;14;17;18;20;15;18;16;14;16;20;12.5;8;20;3;1;5;5;5;1;5;1;3;1;5;1;2;5;1;1;2;2;3;1;5;3;1;3;3;5;3;2;3;4;5;2;1;2;5;1;5;4;4;2;2;4;5;1;4;2;5;1;3;1;3;4;1;3;4;3;5;3;3;2;1;8;7;9;1;9;5;15;83;64;75;3;96;68;Ingenieria de Sistemas
0;12;17;15;10;16;20;18;14;10;20;20;14;20;4;4;2;4;1;5;3;2;2;5;3;5;2;5;5;3;4;3;2;2;5;5;5;5;2;4;2;2;1;3;3;1;2;3;1;3;3;4;1;4;3;1;1;4;1;2;2;3;1;1;4;3;5;2;4;4;2;4;5;3;5;8;1;4;1;1;5;45;88;10;41;3;7;66;Tecnologia Medica
6;4;17;17;20;0;16;12;16;6;16;10;14;20;2;2;1;4;4;2;2;1;2;5;4;3;3;2;3;4;1;5;3;5;1;3;4;3;1;2;3;4;4;3;2;2;4;3;2;1;1;1;5;1;5;4;3;3;3;5;3;2;3;1;3;3;3;2;2;4;3;4;1;1;3;9;8;1;1;3;7;30;100;67;4;16;33;84;Trabajo Social
18;20;17;18;19;20;18;20;20;20;20;20;20;20;5;3;2;4;5;5;2;1;5;1;3;4;3;3;1;1;2;5;1;1;1;5;2;3;5;5;5;5;4;1;4;3;3;2;2;2;4;1;1;5;3;4;3;2;5;3;3;2;3;5;1;3;4;5;3;5;1;1;5;5;7;1;5;5;9;9;8;55;16;50;50;100;75;94;Farmacia y Bioquimica
12;12;16;20;0;15;20;20;16;0;16;12;16;20;5;4;5;2;2;5;1;1;1;3;1;1;5;1;3;3;3;1;4;5;3;1;5;4;4;2;4;3;2;1;5;2;5;3;4;1;5;3;2;1;5;1;1;4;4;1;1;3;4;3;5;2;1;5;1;2;5;2;1;2;9;9;5;6;7;1;1;80;94;46;54;80;5;28;Comunicacion Social
20;20;15;19;20;20;20;20;20;20;20;20;20;20;4;3;5;1;1;5;4;5;3;5;1;1;3;1;4;3;1;4;1;5;3;4;2;2;1;1;5;4;1;3;5;4;3;4;2;5;2;5;4;3;4;2;4;4;3;5;2;3;5;3;4;4;3;4;2;4;1;4;3;5;1;8;6;9;7;5;2;5;88;57;91;83;46;45;Derecho
8;10;15;16;0;17;18;20;20;10;16;16;14;18;1;1;3;1;5;1;1;1;3;5;4;4;5;3;5;5;2;1;2;4;2;1;5;5;2;1;1;2;2;3;4;4;2;1;5;1;3;4;1;5;2;4;2;2;3;3;3;2;5;2;2;3;3;5;4;4;1;2;1;4;7;6;1;3;1;7;1;60;72;17;33;33;62;28;Ingenieria Ambiental
20;20;17;18;20;16;20;20;18;20;20;20;14;20;2;1;1;3;3;3;5;1;1;3;4;5;5;2;4;3;1;2;5;1;1;4;1;3;1;4;3;2;5;5;4;1;3;4;3;5;3;2;4;5;1;4;5;1;3;5;1;3;2;2;4;3;3;3;5;1;3;5;1;5;9;7;1;9;9;1;3;85;77;21;100;100;19;48;Contabilidad
12;8;18;18;5;16;20;20;18;18;20;10;18;20;5;1;4;3;4;2;5;5;3;4;5;5;5;4;1;1;3;5;2;4;1;5;1;3;5;5;2;2;1;3;1;1;4;5;5;1;5;1;4;4;3;5;4;1;4;4;5;2;4;1;2;1;3;2;3;2;2;3;1;4;1;3;4;1;4;2;1;0;38;42;12;56;25;6;Educacion Primaria
18;20;0;18;19;20;20;20;20;20;20;20;20;20;3;2;3;5;2;4;3;1;3;3;3;4;4;2;3;4;1;2;5;3;2;5;2;2;2;3;3;3;3;5;1;2;5;4;3;3;1;5;1;4;1;4;2;3;2;5;2;4;1;4;1;5;5;2;5;5;3;3;2;1;7;7;1;3;4;8;9;55;77;10;37;56;71;99;Comunicacion Social
14;12;18;18;19;18;20;18;18;12.5;20;0;14;20;5;2;5;4;3;2;1;1;4;1;1;4;4;1;5;5;4;1;4;2;3;3;3;4;3;3;2;1;2;1;3;2;4;4;1;1;1;4;3;4;1;1;5;5;2;2;4;1;2;3;5;2;3;3;4;2;2;3;2;3;9;5;9;2;1;7;4;80;61;85;29;26;60;57;Comunicacion Social
16;16;18;19;17;16;18;20;16;20;20;16;16;20;1;5;4;4;4;5;3;5;1;2;5;4;1;5;1;4;3;1;2;5;2;4;5;2;2;3;2;3;4;1;2;5;3;1;1;1;1;3;5;4;4;3;4;5;4;2;5;2;2;5;3;1;4;4;1;5;3;2;4;5;7;2;5;9;8;2;1;60;33;46;83;90;28;19;Ingenieria Comercial
0;16;16;18;18;18;0;6;8;10;20;6;2;8;2;5;1;2;1;2;3;5;4;4;5;1;4;4;5;5;3;5;2;2;4;4;5;2;2;5;5;3;5;3;2;2;5;4;2;2;4;5;4;4;1;4;3;3;1;3;2;4;4;3;1;1;4;3;5;5;3;2;1;1;3;3;9;7;5;9;8;30;44;100;62;63;89;89;Administracion de Empresas
20;12;19;17;17;15;20;20;20;16;20;16;20;20;5;2;3;2;2;3;2;4;2;2;3;1;5;3;5;2;5;2;3;2;4;2;2;5;5;2;3;3;3;3;4;1;5;4;2;4;4;3;4;1;1;1;4;4;1;3;5;3;5;5;5;3;3;4;4;2;1;4;3;3;2;1;2;1;8;1;7;25;22;28;8;86;19;82;Ingenieria Ambiental
6;0;16;20;20;17;20;18;18;12;20;15;18;20;4;1;5;1;2;4;3;4;1;1;2;1;1;5;3;1;1;4;1;2;1;1;4;4;5;5;3;2;3;4;2;4;3;1;3;2;5;1;1;5;4;1;3;3;3;2;3;5;5;2;3;1;4;3;5;3;1;5;5;4;1;9;4;9;7;2;2;15;100;39;95;80;26;44;Farmacia y Bioquimica
10;0;17;17;20;20;20;20;18;8;16;19;16;20;1;3;2;1;1;5;1;1;4;4;3;4;4;2;3;5;5;3;1;4;1;3;5;4;3;5;5;4;2;5;4;2;3;2;5;1;1;5;3;4;4;2;2;3;4;4;2;2;3;1;3;5;1;3;2;2;2;2;3;2;9;2;1;8;5;2;5;80;33;25;70;63;25;67;Medicina Humana
18;0;18;17;17;18;18;18;18;20;20;0;16;20;2;1;1;5;4;5;5;2;1;5;2;1;1;4;3;5;3;3;3;5;3;3;2;5;3;4;2;2;1;5;1;3;1;4;5;1;5;3;5;1;3;5;2;4;3;4;1;1;1;3;5;2;4;3;1;1;5;3;2;3;1;1;9;8;7;2;3;0;0;96;70;83;26;46;Administracion de Empresas
18;0;17;18;0;16;20;20;20;12;20;10;14;20;5;2;1;5;3;3;1;1;3;3;1;5;2;2;1;3;1;2;5;3;4;4;2;5;3;5;2;1;1;5;5;5;5;5;5;4;5;3;1;2;1;1;3;3;2;2;1;2;1;1;3;1;1;3;2;5;5;5;5;4;7;1;1;3;7;9;6;55;16;17;37;76;92;71;Ingenieria Comercial
14;6;15;16;0;20;18;10;14;8;20;0;12;18;3;2;2;3;4;5;1;5;4;3;5;5;4;2;5;2;2;3;5;1;3;2;3;1;1;3;3;3;5;4;4;2;2;3;1;1;4;1;3;4;3;3;5;1;2;5;4;3;5;3;1;5;1;1;1;1;1;5;1;5;5;7;1;9;1;1;9;45;77;25;91;26;7;94;Ciencia Politica y Gobierno
0;14;19;16;17;20;20;20;20;16;20;18;20;20;2;1;4;1;4;4;1;4;1;4;5;3;1;4;4;4;2;4;4;4;2;4;5;2;5;4;2;5;2;2;1;5;4;5;5;5;5;5;3;2;5;3;2;3;3;4;4;2;2;5;3;3;3;3;1;3;3;5;3;4;8;3;1;2;1;8;1;65;44;0;29;6;67;22;Tecnologia Medica
14;6;17;17;20;20;20;20;18;8;20;0;16;18;2;5;1;4;3;2;4;1;1;2;5;2;1;5;3;2;1;4;4;3;2;3;5;5;2;1;2;2;1;1;4;3;5;2;3;3;5;4;4;5;3;1;1;1;2;5;4;3;5;1;1;3;4;1;3;5;4;5;4;3;9;8;9;9;1;1;1;70;88;78;91;6;23;15;Educacion Secundaria
14;20;18;18;19;20;20;18;18;12;20;16;6;20;1;2;4;2;4;1;5;5;3;4;3;2;3;2;3;1;3;1;3;3;5;5;3;4;4;3;1;3;3;5;2;3;1;3;2;4;1;2;1;4;3;2;3;2;2;2;4;5;4;1;4;1;5;1;1;4;4;5;5;4;9;1;1;6;3;4;2;85;5;7;58;50;41;43;Ciencia Politica y Gobierno
8;8;18;18;14;20;20;18;14;15;20;12;8;20;1;3;5;1;2;1;3;4;1;4;3;4;5;4;4;3;3;2;4;4;4;3;5;3;5;2;5;2;1;4;4;3;1;5;4;2;2;5;5;2;1;2;5;2;4;2;3;4;2;2;2;3;5;5;5;4;4;5;5;3;3;1;9;1;8;3;1;30;16;71;12;90;32;36;Ciencia Politica y Gobierno
20;20;18;18;20;20;18;18;16;20;20;18;18;20;2;2;5;5;5;3;4;5;5;5;1;5;4;2;5;2;1;5;1;4;3;2;2;1;1;4;3;4;1;4;3;1;2;4;4;5;1;4;4;1;4;4;1;3;5;1;4;1;2;4;4;2;2;4;3;5;3;1;1;4;3;1;1;1;3;1;1;30;5;3;12;50;21;36;Obstetricia y Puericultura
18;12;17;19;18;17;20;0;20;20;20;16;14;0;1;5;5;1;1;3;4;2;2;4;3;1;5;5;1;3;5;2;4;1;5;4;5;5;5;4;3;4;5;5;4;2;4;3;2;4;2;5;1;5;4;1;2;5;4;5;2;5;3;3;5;1;2;3;2;5;1;4;4;3;5;9;1;5;9;7;9;40;94;3;50;96;62;96;Ingenieria de Minas
0;4;17;19;20;18;20;16;16;16;16;0;14;20;1;5;2;1;2;4;2;5;5;1;2;4;1;5;2;3;3;5;4;4;2;2;4;2;2;3;3;3;2;1;3;4;1;4;5;1;2;2;2;1;2;5;2;3;3;4;2;2;2;2;2;3;5;4;1;4;1;5;3;2;5;7;9;1;1;9;1;40;77;100;25;3;96;20;Turismo y Hoteleria
0;16;15;16;19;16;20;20;20;16;20;16;16;20;5;4;5;4;3;4;2;5;5;2;4;4;4;1;4;1;4;4;1;1;1;2;5;2;5;5;5;2;3;3;4;4;5;2;4;5;1;2;3;5;5;5;2;3;4;5;5;3;5;2;2;4;5;5;1;5;2;3;5;5;9;6;9;7;4;4;4;75;66;71;62;56;39;62;Ingenieria Comercial
2;8;18;19;16;20;14;0;18;8;20;12;16;20;2;5;2;2;1;2;5;3;5;1;5;4;5;5;2;2;1;3;2;1;1;5;1;4;4;4;4;2;4;1;4;5;4;4;3;5;3;5;4;2;3;4;5;3;3;3;1;3;4;3;1;5;3;4;5;3;4;5;2;5;9;4;5;9;7;4;1;75;50;46;91;80;42;38;Farmacia y Bioquimica
18;16;17;0;20;17;20;18;20;20;20;16;16;20;4;2;2;5;3;2;1;2;3;5;1;3;2;2;2;1;1;4;4;4;5;2;5;1;5;3;3;1;5;3;1;2;4;2;1;5;3;2;3;1;1;3;2;1;2;1;4;1;2;1;4;5;1;1;2;2;3;1;5;3;1;4;3;9;6;9;5;0;55;32;87;70;75;69;Enfermeria
8;8;20;16;20;18;16;20;8;14;20;7.5;2;18;3;5;3;2;2;1;2;2;1;4;1;3;4;1;5;2;2;5;1;1;5;3;5;4;4;4;5;3;3;1;3;5;5;5;2;4;5;3;3;1;5;4;4;4;4;2;1;4;1;5;3;2;2;2;2;2;5;1;4;4;2;4;7;5;1;1;1;20;55;64;50;10;0;2;Ingenieria de Sistemas
20;16;16;19;20;20;16;16;16;20;20;20;20;20;3;2;3;1;5;5;1;2;4;2;2;1;3;1;1;5;2;4;2;2;5;2;4;4;5;1;2;2;5;4;4;3;1;5;4;4;4;4;2;4;1;1;5;4;5;3;4;5;2;5;2;3;2;3;2;2;1;4;3;4;1;6;3;2;7;2;4;10;72;32;29;83;28;57;Publicidad y Multimedia
8;16;16;18;19;18;18;16;14;10;16;17;20;20;1;4;1;2;1;1;4;1;5;1;4;2;2;1;2;4;1;4;4;4;5;1;1;3;5;4;3;5;4;2;5;5;1;2;3;1;2;4;3;1;3;2;4;1;5;1;1;2;1;4;3;4;1;1;3;3;3;3;1;3;5;1;9;5;1;1;7;40;16;100;50;0;16;84;Educacion Primaria
0;14;17;20;17;20;20;20;18;20;20;15;10;18;4;5;4;5;4;2;1;2;5;3;4;5;2;5;2;4;2;4;4;3;2;2;5;5;4;4;5;4;4;3;2;5;4;1;3;5;5;3;4;1;4;2;4;3;3;4;4;4;1;5;5;2;3;4;3;4;1;4;3;2;1;1;7;4;7;5;6;15;16;60;41;83;48;74;Turismo y Hoteleria
16;18;16;19;20;17;20;20;20;20;20;10;20;20;4;3;3;2;3;5;1;1;4;3;1;3;2;5;3;4;1;1;1;5;4;5;3;4;3;3;4;2;2;3;5;1;3;1;5;3;3;2;1;5;1;4;3;1;4;5;5;5;2;5;2;4;5;3;1;5;4;4;4;2;5;6;9;5;6;3;5;40;72;89;50;70;32;64;Ingenieria Industrial
10;0;12;0;17;18;18;18;14;16;20;12;16;20;3;3;3;4;2;3;2;4;5;2;1;5;2;3;2;3;2;2;3;5;1;1;5;4;3;3;1;4;1;2;1;5;5;2;4;1;2;1;3;2;4;2;2;3;2;1;3;2;5;4;5;3;5;4;2;3;1;2;1;1;1;3;4;3;1;7;1;0;38;39;33;20;66;19;Obstetricia y Puericultura
16;6;17;0;20;20;20;18;14;12;20;15;10;14;2;2;4;4;1;3;1;5;2;1;3;2;4;3;4;3;1;4;4;1;2;3;2;1;4;4;1;4;4;4;5;4;2;1;1;5;1;2;1;4;3;5;5;1;1;1;5;2;5;1;2;1;1;5;5;4;2;5;3;1;9;8;9;3;9;9;4;85;83;92;33;93;92;62;Educacion Primaria
18;20;17;17;20;20;20;20;18;20;20;20;18;20;3;4;4;2;3;1;2;4;2;1;4;3;4;5;1;3;4;5;3;5;4;4;3;4;2;1;1;4;4;3;3;5;2;2;1;2;3;1;1;4;4;1;5;4;4;2;5;1;1;4;3;4;5;4;5;5;5;3;4;5;8;1;9;6;1;8;1;65;16;92;54;6;69;10;Obstetricia y Puericultura
0;8;17;17;20;20;20;18;14;20;16;10;4;20;2;2;5;1;1;3;4;2;3;1;3;1;5;5;1;4;5;1;1;5;5;5;3;3;4;1;3;1;2;1;4;3;4;4;4;4;3;3;4;5;4;4;1;1;3;4;2;1;4;1;1;5;4;5;2;5;4;4;4;4;9;8;1;5;4;1;8;70;83;21;50;53;16;92;Ingenieria Civil
16;16;17;15;10;15;20;20;12;16;20;16;6;20;2;2;4;2;1;5;4;1;1;5;3;5;1;4;1;5;1;1;2;4;1;5;5;2;1;4;1;4;1;1;1;5;5;2;2;1;4;4;5;4;3;5;3;3;4;2;4;1;4;3;4;5;5;2;4;2;5;3;2;5;2;5;4;8;1;7;3;20;61;39;66;20;62;53;Ciencia Politica y Gobierno
12;6;11;16;17;20;20;20;0;10;20;10;8;18;2;4;3;5;4;1;4;5;3;1;3;3;4;5;5;4;4;4;3;3;4;5;1;1;3;1;3;4;4;5;5;4;4;3;2;4;1;3;2;5;5;5;3;1;5;5;3;1;4;2;1;2;2;4;2;4;3;1;1;4;9;9;3;8;1;9;6;100;94;32;66;33;92;70;Ingenieria Ambiental
20;20;15;16;20;20;20;20;16;16;16;0;20;20;4;4;5;1;2;4;3;2;2;4;5;4;5;5;4;3;4;5;1;5;4;3;2;2;3;5;5;1;3;3;1;2;5;3;1;4;1;5;3;1;4;5;3;4;4;3;1;3;5;5;5;2;4;1;1;4;1;3;1;5;9;1;9;1;2;2;1;90;22;89;16;43;28;33;Educacion Primaria
16;20;19;0;20;16;20;16;18;16;20;12;14;20;1;5;3;5;2;1;5;5;5;4;4;1;1;3;2;3;1;3;4;3;1;4;1;2;1;1;1;3;4;4;5;4;5;1;1;5;1;3;3;5;5;5;4;4;1;5;5;4;2;5;5;4;4;5;3;4;2;4;3;4;9;1;9;9;1;9;6;90;11;100;95;20;98;74;Ciencia Politica y Gobierno
14;12;18;18;20;20;0;16;18;16;20;12;0;18;3;1;1;4;4;5;3;2;4;2;3;5;4;4;4;4;3;1;5;5;2;2;3;3;4;5;2;2;3;4;3;5;5;5;3;5;4;4;1;1;2;4;1;1;4;1;2;3;4;4;3;3;5;3;3;4;1;3;5;2;9;8;7;8;1;7;7;75;88;64;70;3;60;80;Trabajo Social
20;20;17;17;20;20;20;20;14;20;20;20;16;20;5;1;5;1;1;3;3;3;5;3;3;4;4;5;1;3;4;1;1;5;1;1;2;3;5;2;2;3;4;4;4;4;4;3;3;4;3;5;5;4;5;1;5;2;1;4;2;1;2;4;2;2;1;3;5;2;3;5;5;2;1;6;9;6;1;5;7;0;72;89;54;23;51;78;Educacion Secundaria
0;0;13;14;10;15;14;6;8;20;12;14;6;12;2;1;4;1;2;4;3;3;3;2;3;5;5;3;4;2;4;5;2;5;3;2;3;5;2;3;5;5;2;2;2;5;5;2;3;3;5;3;3;3;5;1;3;5;1;5;1;2;3;3;1;1;2;2;2;5;5;3;3;5;1;6;5;1;7;5;7;5;66;50;25;83;46;85;Ingenieria Ambiental
18;10;15;0;12;18;20;0;18;17.5;20;14;16;20;2;2;5;4;5;1;1;4;3;3;2;1;1;1;2;1;4;2;5;3;5;3;5;4;5;2;2;4;4;5;3;2;4;4;2;5;2;2;1;2;1;5;3;5;2;3;5;1;3;5;5;4;4;1;1;2;1;5;3;5;2;1;5;1;1;9;8;20;11;50;8;20;85;91;Enfermeria
18;0;19;16;20;17;18;18;18;8;16;0;18;20;3;4;2;2;1;4;4;3;5;2;4;2;4;1;4;3;1;2;2;5;4;1;4;5;4;4;3;5;5;2;5;3;2;1;2;5;4;5;2;2;2;1;4;1;3;3;2;4;4;4;1;3;3;5;2;5;2;1;1;3;9;6;8;1;1;6;1;90;72;67;16;10;55;10;Ciencia Politica y Gobierno
14;0;20;0;20;14;20;14;20;10;12;12;20;20;1;2;2;5;2;1;5;2;3;1;5;5;3;2;3;2;5;4;1;5;5;1;5;2;5;1;2;2;5;1;2;3;5;5;4;5;4;1;1;4;1;4;3;1;5;1;3;5;1;1;5;3;1;3;3;1;2;2;2;3;6;6;1;8;9;9;3;50;66;21;70;93;100;52;Publicidad y Multimedia
14;10;15;17;19;18;18;20;20;17.5;20;0;20;20;2;2;4;2;2;4;2;4;4;1;4;2;1;1;3;3;4;3;3;2;3;1;3;1;5;3;1;4;3;3;1;1;3;3;5;3;4;5;3;4;3;2;2;1;5;5;3;2;1;4;4;4;1;4;1;2;1;2;1;2;6;3;9;9;1;1;1;50;38;75;95;13;23;19;Educacion Secundaria
18;20;17;0;19;20;20;18;18;0;20;6;14;20;3;3;3;3;4;1;4;1;2;5;2;5;3;1;1;1;3;1;5;3;2;3;5;2;4;4;2;1;2;4;1;4;1;3;4;1;5;1;3;5;5;4;4;3;4;1;1;2;1;5;3;1;5;5;1;5;3;4;2;2;6;8;9;9;5;4;1;50;83;85;75;63;41;30;Administracion de Empresas
14;16;18;19;20;20;16;20;20;16;20;16;6;20;2;3;2;4;4;2;3;5;5;3;1;5;4;3;1;1;4;1;4;2;3;5;1;2;4;4;2;3;3;1;5;1;2;5;4;2;5;2;2;3;2;1;1;5;3;4;3;5;3;3;4;1;1;2;1;5;1;1;3;5;9;1;1;1;3;9;1;80;5;17;16;50;78;27;Ingenieria Ambiental
16;10;17;20;20;20;18;18;10;12;12;16;16;14;1;5;5;2;1;1;5;3;2;3;3;2;4;1;2;5;5;4;5;4;3;5;5;5;1;4;4;2;5;4;5;4;5;4;4;4;2;5;1;5;1;1;3;1;3;4;4;2;4;4;2;1;2;4;1;5;5;4;3;4;9;1;1;5;7;9;9;70;22;3;50;80;80;97;Odontologia
0;0;14;16;19;5;14;12;16;5;20;19;12;10;2;3;4;4;2;5;4;5;2;5;4;4;5;2;3;1;3;3;3;1;2;3;1;2;1;5;2;2;1;3;3;5;2;1;2;1;3;3;5;3;4;4;5;2;5;5;5;1;4;1;4;2;1;5;2;2;5;3;2;1;9;9;1;8;5;1;3;85;94;14;66;66;21;46;Educacion Inicial
16;20;17;18;0;20;20;20;18;16;16;18;16;20;2;5;2;2;3;2;3;4;4;3;1;1;2;5;3;3;1;3;5;1;3;3;1;3;1;3;4;5;2;5;1;4;1;4;1;2;4;1;4;5;4;4;1;4;5;3;2;3;2;4;3;4;1;5;2;1;2;4;1;5;8;7;1;6;2;7;6;65;77;17;54;43;66;72;Contabilidad
0;12;15;16;13;20;16;0;14;2;16;10;6;12;5;1;5;4;5;5;5;4;2;3;4;5;4;5;5;2;3;5;5;1;3;4;1;5;1;1;4;3;2;3;2;5;1;2;4;5;2;2;4;3;4;1;2;5;4;5;2;4;5;3;1;4;3;1;5;2;5;3;5;5;9;4;6;6;2;9;5;75;50;53;54;36;75;67;Medicina Veterinaria y Zootecnia
0;14;16;16;17;17;18;18;18;16;20;16;16;20;4;4;3;1;2;2;5;1;5;3;3;5;1;2;4;3;5;1;2;3;3;5;1;3;5;5;2;3;2;2;4;2;3;2;5;1;1;5;2;2;3;4;4;2;4;4;5;2;3;5;5;3;5;1;2;1;5;1;4;4;1;9;9;6;4;4;3;10;100;100;54;53;42;47;Ciencia Politica y Gobierno
16;10;18;17;20;17;18;18;16;12.5;16;15;16;20;4;1;1;1;4;3;2;4;2;4;2;3;3;2;5;5;2;4;4;4;5;2;4;4;3;2;3;5;1;1;2;2;4;2;5;2;1;1;3;5;5;5;1;4;4;1;3;2;3;3;2;4;1;3;1;3;4;4;3;5;4;1;1;9;7;4;1;35;16;10;100;76;42;22;Derecho
16;16;15;17;17;16;20;20;12;10;20;16;18;20;5;3;3;5;4;3;4;3;5;1;4;4;4;5;5;2;1;2;3;1;2;1;4;4;3;5;3;5;5;1;3;3;4;2;2;3;4;4;1;3;5;3;4;2;5;5;2;5;5;3;4;2;1;3;5;5;5;2;5;5;1;1;1;7;4;9;5;15;27;7;62;53;82;67;Ingenieria Electronica
6;6;15;0;0;18;20;16;14;16;16;8;10;14;1;5;4;2;3;2;1;4;3;5;3;2;2;5;2;2;4;2;2;2;1;1;3;4;2;3;2;3;1;5;3;2;5;3;3;5;2;5;1;4;5;4;5;3;4;3;3;4;1;1;1;3;3;2;3;4;2;5;3;5;4;9;1;9;2;9;1;35;100;14;100;43;80;28;Tecnologia Medica
12;2;18;17;18;0;20;16;20;12.5;20;12.5;12;20;3;4;5;4;2;3;1;1;4;1;1;1;3;2;1;1;1;2;1;3;5;2;5;1;5;5;3;1;3;2;5;3;5;2;1;2;3;2;4;2;4;4;4;1;2;1;2;2;4;2;2;3;2;4;4;5;5;4;3;5;1;9;3;9;1;6;6;15;100;32;75;33;53;71;Educacion Secundaria
8;12;16;16;12;20;20;20;16;10;20;18;16;20;4;3;1;5;4;1;2;3;2;5;3;3;1;1;1;2;2;4;1;1;5;5;4;1;3;5;3;3;1;3;5;1;5;1;1;2;4;2;3;1;3;1;3;5;3;2;5;3;1;2;4;3;1;3;4;2;4;3;1;2;9;1;9;8;6;7;9;75;5;100;66;73;60;97;Obstetricia y Puericultura
20;18;17;16;20;19;20;18;18;16;20;18;10;0;3;4;4;1;4;2;3;2;4;4;1;5;3;5;4;1;1;3;1;4;2;4;1;1;1;3;2;4;1;4;2;2;4;5;5;3;4;5;5;1;2;1;2;5;4;2;2;3;3;1;2;5;5;1;5;4;5;5;4;2;9;1;1;9;2;9;7;80;16;17;95;40;94;86;Trabajo Social
16;18;17;17;20;20;20;20;20;20;16;12;14;20;5;4;1;2;4;1;3;1;3;4;5;5;4;2;3;3;2;2;1;2;4;4;1;1;2;2;1;3;5;1;5;4;1;5;1;1;4;1;3;5;4;1;5;4;2;2;3;3;1;2;1;4;4;1;3;3;1;5;3;1;8;1;8;9;1;1;1;65;0;67;91;26;1;2;Ingenieria Mecanica Electrica
8;8;16;16;0;16;6;12;8;5;16;2.5;8;12;5;2;5;4;5;5;5;5;2;1;1;5;4;5;2;3;3;1;3;2;4;2;3;5;2;3;5;5;1;2;2;2;4;1;4;3;2;1;5;3;3;1;2;3;4;1;5;4;5;3;3;2;2;4;3;1;2;1;5;2;4;1;2;3;7;1;1;35;16;28;33;80;12;21;Medicina Humana
8;12;0;16;20;20;20;10;20;15;20;12;10;18;4;1;5;4;4;2;3;4;2;2;4;4;5;1;4;2;5;5;4;3;3;3;4;4;5;1;4;2;4;2;3;2;3;5;5;5;4;1;1;3;4;4;3;3;5;3;3;4;2;3;5;3;2;1;4;1;1;3;4;3;9;6;9;4;7;3;1;70;66;85;41;80;35;8;Teologia
10;4;17;17;20;17;20;20;18;10;20;15;6;20;3;2;4;3;3;5;3;4;1;1;3;5;2;1;3;4;3;1;3;4;5;1;3;4;2;3;1;5;5;2;2;3;1;4;3;4;2;1;5;4;5;4;2;3;2;2;5;4;5;3;3;3;4;4;3;4;1;3;5;5;9;5;1;9;1;9;4;85;61;25;95;26;89;57;Contabilidad
16;0;18;17;19;16;20;20;18;15;20;0;14;20;2;1;3;3;3;3;4;3;2;5;2;5;4;3;2;3;1;5;4;5;4;2;3;2;2;1;2;5;2;3;5;5;4;1;2;4;3;2;1;3;4;3;4;5;5;2;4;3;4;5;5;2;1;5;2;1;5;4;3;2;3;4;1;9;7;9;8;30;50;25;95;80;94;86;Medicina Humana
0;12;18;16;20;17;18;18;12;12;16;12;16;20;4;1;5;5;3;4;1;2;2;2;4;3;4;1;5;3;3;5;4;4;2;3;5;1;4;2;4;4;2;3;5;3;5;3;4;2;1;3;4;3;5;1;5;4;3;3;2;5;5;3;5;1;2;4;5;1;1;5;3;2;9;3;5;5;1;1;7;80;38;46;50;20;17;78;Ingenieria Agronomica y Agricola
14;10;18;18;20;20;18;20;18;10;20;0;12;20;3;4;2;3;5;2;1;2;3;5;2;1;3;4;4;5;3;4;2;4;2;3;2;5;4;4;4;3;4;2;3;4;1;4;2;4;3;4;2;3;4;5;3;3;3;4;1;2;2;1;3;4;1;4;4;5;5;1;2;3;8;1;9;8;1;8;1;65;5;96;66;26;69;30;Contabilidad
0;8;18;15;0;15;16;20;10;7.5;4;20;2;8;4;3;5;1;5;5;2;4;4;4;4;2;4;4;3;1;5;1;4;3;5;1;1;2;2;5;1;1;3;2;5;1;3;5;2;1;5;2;3;4;1;5;3;2;5;3;4;5;2;2;5;3;3;1;3;1;4;1;5;1;2;1;9;1;1;9;1;20;27;85;25;23;96;33;Ingenieria Biotecnologica
6;0;16;18;12;0;20;20;20;14;16;5;20;20;2;3;5;5;1;4;4;2;2;5;3;1;2;1;5;4;5;2;1;1;4;4;3;1;2;1;3;4;4;3;2;5;3;2;1;3;3;5;4;1;4;1;4;5;2;1;5;3;5;1;5;2;3;1;5;3;3;5;1;2;4;1;9;9;9;4;6;35;27;96;95;96;41;71;Teologia
